Sale Type_ohe,ConLw,1796.050000519991
Sale Type_ohe,Oth,-5761.56920952294
Sale Type_ohe,Con,23256.527429527505
Sale Type_ohe,VWD,-2612.2690458775514
Sale Condition_ohe,Normal,-2612.2690458775514
Sale Condition_ohe,Partial,-1598.0997682838374
Sale Condition_ohe,Abnorml,-6979.021188525937
Sale Condition_ohe,Family,-5282.2410469703955
Sale Condition_ohe,Alloca,-5179.318788467618
Sale Condition_ohe,AdjLand,16.69557584157263
1st Flr SF,"",16.69557584157263
2nd Flr SF,"",32.291020436302816
3Ssn Porch,"",16.37644349512985
Bedroom AbvGr,"",-4941.22065655144
Bsmt Full Bath,"",2774.902599814405
Bsmt Half Bath,"",-1730.7916777251419
Bsmt Unf SF,"",1.2946774810249304
BsmtFin SF 1,"",19.453092240663217
BsmtFin SF 2,"",10.318563937638276
Enclosed Porch,"",4.128603926542723
Fireplaces,"",2465.089342328839
Full Bath,"",3097.9241276742887
Garage Area,"",18.053745489930105
Garage Cars,"",2576.824803517791
Gr Liv Area,"",40.91003083751712
Half Bath,"",2004.575605142959
Kitchen AbvGr,"",-3657.401225485292
Lot Area,"",0.7020420465850803
Low Qual Fin SF,"",-1.433666392529237
Mas Vnr Area,"",23.17657215918002
Misc Val,"",-13.737792564062925
Open Porch SF,"",-7.9557921005493055
Overall Cond,"",5367.584937040449
Overall Qual,"",6880.400237965703
Pool Area,"",64.2005169695437
Screen Porch,"",38.96536748200058
Total Bsmt SF,"",18.67903327706374
TotRms AbvGrd,"",-670.3763977018469
Wood Deck SF,"",7.690162438310197
Year Built,"",-410.810453573461
Year Remod/Add,"",-76.40506558271042
